50, 4.985796, 6.637430, 2.195481, 1.000104, -0.545793, 0.140976, 0.825442, 
50, 5.018941, 6.673052, 2.244138, 0.973136, -0.539365, 0.128571, 0.817071, 
50, 5.051491, 6.707403, 2.291461, 0.946467, -0.533384, 0.119606, 0.807290, 
50, 5.083481, 6.740464, 2.337465, 0.920082, -0.527685, 0.113986, 0.796146, 
50, 5.114940, 6.772218, 2.382164, 0.893977, -0.522104, 0.111613, 0.783688, 
50, 5.145892, 6.802651, 2.425572, 0.868153, -0.516486, 0.112369, 0.769962, 
50, 5.176354, 6.831757, 2.467703, 0.842619, -0.510680, 0.116111, 0.755020, 
50, 5.206338, 6.859528, 2.508572, 0.817392, -0.504548, 0.122651, 0.738914, 
50, 5.235854, 6.885966, 2.548197, 0.792494, -0.497961, 0.131740, 0.721699, 
50, 5.264905, 6.911073, 2.586595, 0.767953, -0.490808, 0.143058, 0.703438, 
50, 5.293494, 6.934859, 2.623785, 0.743803, -0.482998, 0.156200, 0.684196, 
50, 5.321620, 6.957337, 2.659789, 0.720080, -0.474464, 0.170670, 0.664048, 
50, 5.349278, 6.978524, 2.694630, 0.696822, -0.465170, 0.185887, 0.643072, 
50, 5.376465, 6.998444, 2.728333, 0.674066, -0.455110, 0.201194, 0.621355, 
50, 5.403174, 7.017122, 2.760926, 0.651850, -0.444316, 0.215878, 0.598988, 
50, 5.429399, 7.034592, 2.792436, 0.630207, -0.432856, 0.229210, 0.576071, 
50, 5.455132, 7.050886, 2.822894, 0.609166, -0.420832, 0.240474, 0.552705, 
50, 5.480366, 7.066045, 2.852332, 0.588747, -0.408381, 0.249023, 0.528998, 
50, 5.505095, 7.080109, 2.880780, 0.568963, -0.395665, 0.254315, 0.505059, 
50, 5.529311, 7.093122, 2.908271, 0.549820, -0.382867, 0.255960, 0.480996, 
50, 5.553008, 7.105130, 2.934837, 0.531311, -0.370180, 0.253746, 0.456918, 
50, 5.576179, 7.116180, 2.960508, 0.513421, -0.357797, 0.247654, 0.432931, 
50, 5.598818, 7.126319, 2.985314, 0.496126, -0.345904, 0.237860, 0.409138, 
50, 5.620920, 7.135597, 3.009284, 0.479393, -0.334668, 0.224719, 0.385634, 
50, 5.642477, 7.144060, 3.032443, 0.463181, -0.324232, 0.208727, 0.362508, 
50, 5.663484, 7.151757, 3.054815, 0.447446, -0.314708, 0.190486, 0.339843, 
50, 5.683933, 7.158733, 3.076422, 0.432137, -0.306175, 0.170656, 0.317711, 
50, 5.703818, 7.165037, 3.097282, 0.417203, -0.298679, 0.149907, 0.296175, 
50, 5.723132, 7.170710, 3.117411, 0.402591, -0.292235, 0.128881, 0.275293, 
50, 5.741865, 7.175798, 3.136824, 0.388250, -0.286828, 0.108153, 0.255108, 
50, 5.760011, 7.180343, 3.155530, 0.374129, -0.282417, 0.088220, 0.235661, 
50, 5.777561, 7.184384, 3.173539, 0.360182, -0.278943, 0.069473, 0.216979, 
50, 5.794506, 7.187961, 3.190858, 0.346365, -0.276333, 0.052206, 0.199086, 
50, 5.810837, 7.191110, 3.207490, 0.332640, -0.274502, 0.036613, 0.181997, 
50, 5.826545, 7.193869, 3.223438, 0.318972, -0.273362, 0.022800, 0.165722, 
50, 5.841622, 7.196271, 3.238705, 0.305331, -0.272822, 0.010799, 0.150266, 
50, 5.856058, 7.198348, 3.253289, 0.291691, -0.272793, 0.000577, 0.135629, 
50, 5.869844, 7.200133, 3.267191, 0.278032, -0.273191, -0.007942, 0.121806, 
50, 5.882973, 7.201653, 3.280408, 0.264335, -0.273934, -0.014865, 0.108794, 
50, 5.895437, 7.202937, 3.292937, 0.250587, -0.274950, -0.020327, 0.096581, 
50, 5.907227, 7.204012, 3.304776, 0.236779, -0.276174, -0.024468, 0.085158, 
50, 5.918336, 7.204900, 3.315921, 0.222901, -0.277545, -0.027434, 0.074514, 
50, 5.928759, 7.205626, 3.326369, 0.208951, -0.279014, -0.029367, 0.064635, 
50, 5.938487, 7.206212, 3.336115, 0.194924, -0.280534, -0.030404, 0.055509, 
50, 5.947516, 7.206675, 3.345156, 0.180821, -0.282067, -0.030670, 0.047122, 
50, 5.955841, 7.207036, 3.353488, 0.166642, -0.283581, -0.030282, 0.039462, 
50, 5.963455, 7.207310, 3.361107, 0.152389, -0.285048, -0.029341, 0.032516, 
50, 5.970356, 7.207513, 3.368011, 0.138067, -0.286445, -0.027940, 0.026272, 
50, 5.976538, 7.207658, 3.374195, 0.123679, -0.287753, -0.026154, 0.020719, 
50, 5.981998, 7.207758, 3.379656, 0.109232, -0.288956, -0.024057, 0.015847, 
50, 5.986734, 7.207823, 3.384393, 0.094729, -0.290041, -0.021704, 0.011645, 
50, 5.990743, 7.207863, 3.388402, 0.080180, -0.290998, -0.019147, 0.008107, 
50, 5.994023, 7.207884, 3.391681, 0.065589, -0.291820, -0.016426, 0.005225, 
50, 5.996571, 7.207895, 3.394229, 0.050964, -0.292499, -0.013579, 0.002993, 
50, 5.998386, 7.207899, 3.396045, 0.036312, -0.293031, -0.010636, 0.001407, 
50, 5.999468, 7.207900, 3.397127, 0.021642, -0.293412, -0.007620, 0.000463, 
50, 5.999913, 7.207900, 3.397572, 0.008891, -0.255007, 0.768097, 0.000076, 
50, 6.000000, 7.207900, 3.397659, 0.001740, -0.143023, 2.239670, 0.000000, 
50, 6.000000, 7.207900, 3.397659, 0.000000, -0.034800, 2.164458, 0.000000, 
