50, 3.200631, 5.499100, 0.000230, 0.009212, 0.184237, 3.684749, 0.000133, 
50, 3.201739, 5.499101, 0.001338, 0.022162, 0.259010, 1.495454, 0.000773, 
50, 3.203956, 5.499104, 0.003555, 0.044333, 0.443402, 3.687845, 0.002054, 
50, 3.207281, 5.499114, 0.006881, 0.066518, 0.443711, 0.006173, 0.003980, 
50, 3.211718, 5.499137, 0.011317, 0.088727, 0.444172, 0.009212, 0.006553, 
50, 3.217266, 5.499182, 0.016866, 0.110966, 0.444781, 0.012190, 0.009779, 
50, 3.223927, 5.499260, 0.023528, 0.133242, 0.445535, 0.015087, 0.013664, 
50, 3.231705, 5.499384, 0.031306, 0.155564, 0.446429, 0.017869, 0.018217, 
50, 3.240600, 5.499570, 0.040203, 0.177937, 0.447454, 0.020510, 0.023446, 
50, 3.250614, 5.499834, 0.050221, 0.200367, 0.448603, 0.022963, 0.029361, 
50, 3.261751, 5.500198, 0.061364, 0.222860, 0.449862, 0.025188, 0.035972, 
50, 3.274013, 5.500684, 0.073635, 0.245421, 0.451218, 0.027128, 0.043291, 
50, 3.287401, 5.501318, 0.087038, 0.268053, 0.452654, 0.028720, 0.051331, 
50, 3.301916, 5.502128, 0.101576, 0.290761, 0.454149, 0.029890, 0.060105, 
50, 3.317560, 5.503144, 0.117253, 0.313545, 0.455676, 0.030552, 0.069624, 
50, 3.334334, 5.504400, 0.134073, 0.336405, 0.457207, 0.030608, 0.079903, 
50, 3.352235, 5.505933, 0.152040, 0.359340, 0.458704, 0.029953, 0.090955, 
50, 3.371263, 5.507782, 0.171158, 0.382347, 0.460127, 0.028460, 0.102791, 
50, 3.391413, 5.509989, 0.191429, 0.405418, 0.461428, 0.026003, 0.115422, 
50, 3.412681, 5.512599, 0.212856, 0.428546, 0.462549, 0.022436, 0.128859, 
50, 3.435058, 5.515661, 0.235442, 0.451717, 0.463430, 0.017621, 0.143108, 
50, 3.458535, 5.519225, 0.259188, 0.474917, 0.464001, 0.011409, 0.158176, 
50, 3.483099, 5.523343, 0.284094, 0.498126, 0.464184, 0.003665, 0.174062, 
50, 3.508732, 5.528071, 0.310160, 0.521321, 0.463897, -0.005736, 0.190766, 
50, 3.535416, 5.533467, 0.337384, 0.544474, 0.463053, -0.016881, 0.208279, 
50, 3.563125, 5.539588, 0.365761, 0.567552, 0.461562, -0.029831, 0.226588, 
50, 3.591832, 5.546496, 0.395287, 0.590519, 0.459333, -0.044583, 0.245676, 
50, 3.621502, 5.554249, 0.425954, 0.613333, 0.456279, -0.061068, 0.265515, 
50, 3.652098, 5.562908, 0.457751, 0.635949, 0.452322, -0.079137, 0.286073, 
50, 3.683576, 5.572531, 0.490667, 0.658318, 0.447395, -0.098543, 0.307305, 
50, 3.715887, 5.583176, 0.524687, 0.680391, 0.441448, -0.118943, 0.329163, 
50, 3.748979, 5.594896, 0.559792, 0.702113, 0.434454, -0.139886, 0.351585, 
50, 3.782792, 5.607742, 0.595964, 0.723434, 0.426412, -0.160835, 0.374504, 
50, 3.817267, 5.621760, 0.633179, 0.744302, 0.417353, -0.181177, 0.397841, 
50, 3.852336, 5.636989, 0.671413, 0.764669, 0.407341, -0.200248, 0.421511, 
50, 3.887932, 5.653466, 0.710637, 0.784492, 0.396472, -0.217380, 0.445420, 
50, 3.923986, 5.671216, 0.750824, 0.803736, 0.384875, -0.231939, 0.469471, 
50, 3.960429, 5.690260, 0.791943, 0.822371, 0.372706, -0.243371, 0.493557, 
50, 3.997190, 5.710612, 0.833961, 0.840379, 0.360144, -0.251251, 0.517572, 
50, 4.034203, 5.732277, 0.876849, 0.857748, 0.347378, -0.255315, 0.541407, 
50, 4.071405, 5.755251, 0.920573, 0.874478, 0.334604, -0.255489, 0.564951, 
50, 4.108734, 5.779527, 0.965102, 0.890578, 0.322009, -0.251893, 0.588098, 
50, 4.146138, 5.805089, 1.010405, 0.906066, 0.309767, -0.244836, 0.610743, 
50, 4.183566, 5.831914, 1.056453, 0.920968, 0.298027, -0.234792, 0.632784, 
50, 4.220977, 5.859975, 1.103219, 0.935313, 0.286909, -0.222364, 0.654127, 
50, 4.258337, 5.889240, 1.150676, 0.949138, 0.276497, -0.208239, 0.674683, 
50, 4.295616, 5.919672, 1.198800, 0.962480, 0.266840, -0.193146, 0.694368, 
50, 4.332796, 5.951233, 1.247569, 0.975378, 0.257949, -0.177810, 0.713108, 
50, 4.369862, 5.983879, 1.296962, 0.987868, 0.249804, -0.162918, 0.730831, 
50, 4.406810, 6.017566, 1.346961, 0.999985, 0.242349, -0.149088, 0.747475, 
50, 4.443640, 6.052246, 1.397550, 1.011761, 0.235506, -0.136857, 0.762981, 
50, 4.480360, 6.087870, 1.448710, 1.023219, 0.229173, -0.126674, 0.777294, 
50, 4.516984, 6.124388, 1.500430, 1.034381, 0.223228, -0.118898, 0.790364, 
50, 4.553532, 6.161747, 1.552692, 1.045258, 0.217537, -0.113810, 0.802141, 
50, 4.590028, 6.199892, 1.605485, 1.055855, 0.211956, -0.111625, 0.812579, 
50, 4.626505, 6.238767, 1.658794, 1.066172, 0.206331, -0.112507, 0.821629, 
50, 4.662995, 6.278314, 1.712604, 1.076197, 0.200501, -0.116585, 0.829241, 
50, 4.699541, 6.318469, 1.766899, 1.085912, 0.194303, -0.123964, 0.835362, 
50, 4.736184, 6.359168, 1.821664, 1.095290, 0.187566, -0.134741, 0.839935, 
50, 4.772974, 6.400341, 1.876879, 1.104296, 0.180116, -0.149008, 0.842896, 
50, 4.809808, 6.441740, 1.932292, 1.108269, 0.079455, -2.013218, 0.844171, 
50, 4.846363, 6.482858, 1.987309, 1.100346, -0.158450, -4.758089, 0.843716, 
50, 4.882324, 6.523202, 2.041354, 1.080903, -0.388874, -4.608489, 0.841552, 
50, 4.917542, 6.562476, 2.094106, 1.055036, -0.517337, -2.569269, 0.837739, 
50, 4.952013, 6.600563, 2.145476, 1.027394, -0.552842, -0.710088, 0.832349, 
